ID,LIMIT_BAL$,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1$,BILL_AMT2$,BILL_AMT3$,BILL_AMT4$,BILL_AMT5$,BILL_AMT6$,PAY_AMT1$,PAY_AMT2$,PAY_AMT3$,PAY_AMT4$,PAY_AMT5$,PAY_AMT6$,def_pay
21308,640,1,2,2,52,0,0,0,0,0,0,628.032,640.064,637.312,607.04,633.28,607.68,41.952,96.16,64,64,160,0,1
21311,960,1,3,1,52,1,2,2,-1,0,0,127.904,80.704,0,61.408,85.056,79.904,0,0,61.408,64,35.2,6.432,1
21313,5120,1,3,1,57,-1,-1,-2,-2,-1,-1,24.288,-21.12,-21.12,-21.12,10.88,19.072,6.688,0,0,32,19.072,45.952,1
21314,960,1,3,1,50,-1,-1,-1,-1,-1,-1,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,67.488,0
21316,6720,1,3,1,47,-1,-1,-2,-2,-2,-2,56.704,-1.76,-1.76,-1.76,-1.76,-1.76,0,0,0,0,0,0,0
21318,4800,1,1,1,55,3,3,3,3,2,2,3127.008,3191.456,3113.504,3151.872,3189.856,3245.76,144,0,118.4,118.4,112,96,1
21319,21120,1,1,2,55,-1,0,0,0,0,-2,9098.688,9219.84,10428.448,10957.056,636.896,666.976,207.552,1232.224,640,64,32,11.04,0
21320,3200,1,2,1,47,1,2,0,0,0,0,3194.336,3101.824,3101.568,3075.904,3117.824,3041.984,0,114.528,111.104,105.184,114.88,325.728,0
21321,22400,1,2,1,50,0,0,0,0,0,0,8985.888,8751.744,7175.616,5574.048,3894.944,3969.28,320,272,226.976,144,131.2,131.2,0
21322,9600,1,1,1,50,2,2,2,2,2,2,7846.176,8021.504,8197.696,8333.888,8451.648,8631.456,352,352,320,304,320,41.6,1
21323,10240,1,1,1,50,-2,-2,-2,-2,-2,-2,602.592,57.888,41.408,73.92,1623.04,1655.552,57.888,82.816,73.92,1623.04,1655.552,0,0
21324,8000,1,1,1,50,1,-2,-1,-1,-1,-1,0,0,6.112,69.12,0,28.8,0,6.112,69.12,0,28.8,64,0
21325,4800,1,1,2,50,-1,-1,-1,-1,-1,2,26.528,585.952,96.736,93.248,112.928,95.648,588.8,112,96.8,115.2,0,51.2,0
21327,1600,1,3,2,52,0,0,0,0,-2,-2,1622.944,1168.224,476.48,0,0,0,43.424,32,0,0,0,0,1
21328,10240,1,1,1,52,0,0,0,0,0,0,9391.392,7974.432,7444.64,6789.888,6553.312,4031.168,323.328,230.912,321.6,202.016,130.4,129.056,0
21329,640,1,3,1,51,0,0,0,0,0,0,478.784,562.56,631.936,617.28,672,0,92.48,78.656,32,6.72,0,0,0
21331,1600,1,2,1,52,1,2,2,2,0,0,1624.224,2502.272,1399.456,2740.864,952.8,967.776,0,179.424,0.512,37.344,33.632,37.28,1
21332,4160,1,2,1,52,-1,2,-1,-1,0,0,222.528,131.52,32.96,11.424,11.424,11.84,0.384,33.088,23.264,0,0.416,42.56,0
21334,16000,1,1,1,53,-2,-2,-2,-2,-2,-2,426.592,425.824,503.488,-3.232,868.64,47.328,446.112,524.544,15.04,893.312,63.808,405.44,0
21335,13120,1,2,1,54,-1,-1,-1,2,-1,-1,45.216,54.432,210.112,166.592,31.552,31.552,54.72,226.048,13.76,31.68,31.68,31.68,0
21336,1600,1,2,1,53,0,0,0,0,0,0,2266.24,1626.016,1636.192,1571.168,631.648,636.96,63.936,75.968,36.16,16.736,17.184,20.256,0
21338,7360,1,3,1,55,0,0,0,0,0,0,6664.736,6861.536,6866.72,5442.016,5660.576,5878.368,320.384,320,320,320,320,320,0
21339,640,1,3,2,53,0,0,0,0,0,0,613.28,539.232,461.792,292.8,323.2,0,96,96,160,192,0,0,1
21340,9600,1,3,1,53,-2,-2,-2,-2,-2,-2,-0.096,-0.096,-0.096,18.56,31.744,38.56,0,0,18.656,31.744,38.56,3.072,0
21342,12160,1,1,1,55,0,0,0,0,0,0,1916.192,1954.24,1995.2,2035.936,2075.072,2118.528,69.92,72.416,73.92,73.024,75.616,76.16,0
21343,4800,1,2,1,57,2,2,2,2,2,2,463.872,497.472,521.696,503.808,530.624,549.312,51.2,41.6,0,35.2,32,32,1
21344,640,1,2,1,53,1,2,2,-1,-1,-1,172.704,196.896,189.248,428.32,175.68,0,32,3.168,428.832,175.68,0,0,0
21345,4160,1,3,2,56,0,0,0,0,0,0,1085.696,1131.392,1177.024,1001.888,1039.36,1086.496,64,64,64,64,64,96,0
21346,11200,1,1,1,57,0,0,0,0,0,0,8407.008,8631.744,8418.752,8634.624,8696.416,8839.168,368,576,352,368,448,384,0
21348,5440,1,2,1,54,-1,-1,-1,-2,-2,-1,5.952,3.712,0,0,0,8.8,3.712,0,0,0,8.8,0,0
21350,8640,1,1,1,58,-2,-2,-2,-1,-1,-2,294.752,285.216,104.16,289.664,435.68,471.776,288.384,105.152,291.104,437.856,472.768,464.384,0
21353,9280,1,3,1,55,0,0,0,0,0,0,683.904,808.896,932.064,1052.832,1172.288,1294.72,160,160,160,160,160,160,0
21354,1600,1,1,2,54,0,0,0,0,0,0,1538.944,1136.416,1127.36,1052.416,627.968,643.584,80,80,96,64,64,80,0
21355,640,1,3,1,57,1,2,2,-2,-2,-1,47.104,6.752,-33.6,-46.08,-58.56,24.96,0,0,0,0,96,0,1
21356,2560,1,3,1,56,0,0,0,0,0,0,1596.704,1628.544,1679.104,1717.568,252.352,525.824,58.304,76.832,82.592,39.616,58.112,119.872,0
21357,2240,1,2,2,55,0,0,0,0,0,0,994.592,762.848,790.944,632.128,705.024,802.24,47.168,43.264,119.104,80,105.344,21.216,0
21358,1600,1,3,1,53,0,0,0,0,0,0,1557.888,1582.912,1617.408,812.192,308.864,302.848,63.168,78.144,53.408,10.56,42.944,10.56,0
21359,5120,1,2,1,55,0,0,0,0,0,0,4972.448,4869.184,4950.88,4960.832,2529.632,2594.848,221.152,208,136.64,80.576,95.808,0,0
21363,640,1,2,2,56,5,4,3,2,2,-2,639.264,620,588.96,565.76,576,608,0,0,0,48,32,32,0
21365,2240,1,2,1,54,-1,0,0,0,0,0,662.592,685.12,717.984,750.336,765.248,781.28,43.232,44.096,44.448,27.36,28.32,36.224,0
21366,640,1,2,2,54,0,0,0,0,0,0,1207.04,392.512,287.968,281.92,325.344,374.72,38.4,38.4,51.2,48,54.4,32,0
21367,5760,1,2,2,56,0,0,0,0,0,0,2865.92,2910.08,2971.776,3015.776,3036.416,3066.208,110.72,128,112.032,86.08,96,83.296,0
21368,10240,1,3,1,56,0,0,0,0,0,0,8774.72,8407.584,6392.352,6008.288,2205.44,2006.464,302.112,250.272,235.552,71.264,65.472,60.544,0
21369,1600,1,2,1,53,2,0,0,2,0,0,574.272,606.272,700.928,679.776,647.2,635.2,41.792,104.448,0,27.072,27.392,25.728,0
21370,1600,1,2,1,56,0,0,0,0,0,0,1564.64,1582.56,1575.84,1557.024,641.6,556.032,56.8,66.24,39.424,20,18.72,17.92,0
21371,5760,1,2,1,55,-1,-1,-1,-1,-1,0,219.328,17.92,339.2,0,304.32,304.32,17.92,339.2,0,304.32,0,147.2,1
21372,4160,1,2,1,55,-1,2,2,-1,-1,2,24.96,24.96,12.48,12.48,34.56,17.28,12.48,0,12.48,34.56,0,12.48,0
21373,640,1,3,2,57,-1,-1,-2,-1,-1,-1,5.44,-7.04,-19.52,607.68,12.48,29.76,0,0,639.68,12.48,29.76,0,0
21374,16000,1,2,1,54,0,0,0,0,0,0,3458.4,3409.024,3274.08,2893.92,2941.568,2604.096,160.448,144,128,129.664,96.224,128.416,0
21375,1600,1,2,1,58,-1,-1,-1,2,2,-2,12.224,-9.152,30.528,36.928,-18.304,-30.784,0,61.056,24.448,0,0,0,0
21376,24320,1,3,1,54,0,0,0,0,0,0,14325.44,14591.04,14799.904,15037.792,15181.472,15379.136,640.352,624,608.608,576.096,640,704,0
21377,640,1,2,1,55,3,2,2,2,0,0,420.448,404.352,486.784,469.6,474.72,481.504,0,99.2,0,22.4,19.2,64,1
21378,6400,1,1,1,54,-1,-1,-1,-1,-1,-1,717.216,28.48,52.768,67.872,0,1635.52,28.48,52.768,67.872,0,1635.52,33.696,0
21380,2240,1,1,1,54,-1,-1,-1,-1,0,0,40.352,40.352,12.48,24.96,12.48,0,40.352,12.48,24.96,0,0,24.96,0
21381,1600,1,2,1,54,2,2,2,2,2,2,1553.792,1575.68,1556.704,1165.152,1026.784,733.088,57.728,65.44,42.048,40.576,0,77.952,1
21383,9280,1,2,1,53,-1,0,0,0,-1,-1,159.2,118.016,101.248,72.864,47.904,60.384,32.864,32,32,47.904,60.384,72.864,0
21384,14400,1,1,1,53,-1,-1,-1,-1,-1,-1,560.96,123.936,99.808,287.04,42.336,383.68,124.32,100.096,288.256,42.336,384.256,6.848,0
21386,2560,1,1,1,53,0,-1,0,0,0,2,304.864,1373.056,1347.456,979.52,1036.672,1015.776,1373.056,76.8,60.8,83.2,0,86.4,0
21387,1280,1,1,1,57,0,0,0,0,0,2,2794.016,2845.376,2956.384,3010.496,3242.88,660.8,87.328,118.144,91.072,241.28,0,0,0
21388,1920,1,1,1,54,1,2,0,0,0,0,1936,1885.632,1876,1882.304,1813.152,1302.4,0,80,80,96,144,96,0
21389,9600,1,1,1,58,-1,-1,-1,-2,-1,0,435.84,184.928,-61.472,-61.472,61.184,61.472,186.336,0,0,122.656,0.288,0,0
21393,4800,1,1,1,54,1,2,2,2,2,2,766.688,744.832,809.408,856.96,868.576,882.016,0,76.8,70.432,35.2,32,0,1
21395,1600,1,1,1,58,0,0,0,0,0,0,1768.384,1697.824,1614.304,1107.456,725.056,592.096,64,54.496,44.992,23.072,20.64,21.056,0
21396,9600,1,1,1,55,-2,-2,-2,-1,-1,-1,454.464,0,0,382.08,566.176,76.864,0,0,382.08,566.176,76.864,0,0
21397,15360,1,2,1,53,1,-1,-1,-1,-1,-1,-0.352,363.168,430.752,298.464,43.776,49.216,363.52,431.008,298.464,43.776,49.216,499.36,0
21398,9280,1,3,1,53,0,0,0,0,0,0,8688.256,8374.816,8569.344,8742.656,8871.2,9088.32,352,377.6,368,320,352,288,0
21400,3520,1,2,1,56,0,0,0,0,0,0,3007.456,2840.864,2640.032,1742.656,1470.176,1431.168,107.872,84.352,60.256,50.688,51.328,64.256,0
21401,7040,2,1,2,27,-1,-1,2,-1,-1,0,12,24,12,12,24,12,24,0,12,24,0,13.44,0
21403,1600,2,3,2,26,0,0,0,-2,-2,-1,206.4,343.808,0,0,0,7.648,144,0,0,0,7.648,107.616,1
21404,2240,2,2,1,37,0,0,2,0,0,0,2155.968,2268.48,2137.024,2152.512,2125.792,2145.472,193.408,0,95.2,80.16,82.88,83.52,0
21405,960,2,2,2,35,0,0,0,0,-2,-2,951.296,975.328,417.664,0,0,0,56.928,107.04,0,0,0,0,0
21406,1920,2,2,1,32,0,0,0,0,0,0,418.24,465.344,511.936,534.592,550.016,556.608,64,64,40.896,24.32,20.192,25.152,0
21407,3520,2,2,2,28,0,0,0,0,0,0,1126.656,1171.808,1216.832,1290.624,1336.704,1377.664,64,64,96,64,64,64,1
21408,960,2,3,1,30,-1,-1,-1,-1,0,0,47.456,44.096,76.192,94.944,55.872,24.96,44.096,88.992,98.144,1.12,24.96,105.856,0
21409,1920,2,3,1,34,0,0,0,0,0,0,1719.936,1333.376,937.792,889.6,881.664,945.44,56.896,64,55.936,48,83.2,32,0
21410,1920,2,1,2,26,-1,-1,-1,-1,-1,-1,30.688,0,27.168,35.84,10.464,16.992,0,27.168,35.84,10.464,16.992,6.016,0
21411,960,2,2,2,24,1,2,2,2,2,0,534.528,579.872,608.96,621.568,602.176,745.824,64,48,32,0,160,64,0
21412,1920,2,3,1,49,0,0,0,0,0,0,1930.72,1670.752,1545.376,1577.952,1609.28,1643.072,216.032,217.696,58.272,57.6,59.712,60.672,0
21414,7680,2,2,1,34,0,0,0,0,0,0,2108.256,2124.352,2158.208,2190.752,2221.536,2266.976,96,97.216,97.824,96,96,112,0
21415,7040,2,1,2,30,-1,-1,-1,-1,-1,-1,286.048,10.112,17.312,134.016,111.136,244.896,10.112,17.312,134.016,111.136,244.896,72.96,0
21416,3200,2,3,1,35,-1,-1,-1,-1,-1,-2,12.48,12.48,0,24.96,0,0,12.48,0,24.96,0,0,0,0
21417,5760,2,1,2,27,-1,0,0,0,2,0,149.632,184.448,218.784,299.744,280.256,281.6,48,48,95.648,0,16,16,0
21418,4480,2,2,1,26,0,0,0,0,0,0,4119.04,4159.872,4224.128,4072.8,1559.168,1564,206.4,224,160,64,64,64,0
21419,1920,2,2,1,27,1,2,2,2,2,2,817.504,794.816,887.2,863.392,925.472,944.192,0,105.6,0,76.8,38.4,41.6,1
21420,2880,2,3,1,56,0,0,0,0,0,0,1904.768,1852.736,1847.648,1775.968,1543.872,1531.2,85.44,86.08,97.312,121.28,64,64,0
21421,1600,2,2,2,27,2,0,0,0,2,2,529.824,575.2,651.712,726.72,753.312,736.864,64,96,96,48,0,32,1
21422,9280,2,1,2,28,0,0,0,0,0,0,4021.728,3631.552,3725.664,3313.6,2064.864,2048.96,138.08,192,128,96,80,96,0
21423,12800,2,1,2,47,-2,-2,-2,-2,-2,-2,210.336,260.96,375.168,338.24,483.84,366.496,262.24,376.16,339.744,486.048,367.84,592.192,0
21424,1920,2,2,2,35,0,0,0,-1,0,0,1349.568,1296.32,656.416,707.936,547.008,597.376,98.88,342.688,708.928,32,64,22.4,0
21425,1920,2,2,2,29,0,0,0,0,-1,0,334.4,108.416,375.104,349.984,688.896,666.72,32.352,352,39.04,688.896,24.96,0.544,0
21426,5760,2,2,2,29,-2,-2,-2,-2,-2,-2,0,0,150.08,0,4.8,6.176,0,150.08,0,4.8,6.176,108.896,1
21427,4160,2,2,2,24,0,0,0,0,0,0,4111.968,4203.84,3949.888,3929.792,4009.184,4095.744,163.2,144,140.8,144,150.4,204.8,0
21428,3520,2,1,2,24,2,0,0,0,0,2,2723.936,1308.224,1133.696,1269.76,1411.104,1361.376,64,64,160,160,0,64,1
21429,5120,2,2,2,35,0,0,0,2,0,0,777.792,818.88,933.408,908.992,922.752,966.656,64,128,0,38.4,64,41.6,0
21430,16000,2,1,2,25,1,-1,-1,-1,-1,0,-1.472,301.184,40.32,0,35.872,210.112,302.656,40.32,0,35.872,192,96,0
21431,5120,2,1,2,26,-1,-1,-1,-1,-1,-1,170.336,54.848,64.096,82.56,0,12.16,55.232,71.52,83.36,0,12.16,47.616,0
21432,2560,2,1,2,29,1,-1,-1,-1,-1,-1,0,13.312,26.624,926.08,26.624,0,13.312,26.624,926.08,26.624,0,13.312,0
21433,2240,2,1,2,28,0,-1,-1,-1,-1,-1,384.576,1256.64,19.296,73.216,44.16,64.896,1256.64,19.296,73.216,44.16,64.896,12.48,0
21435,640,2,3,1,23,0,0,0,0,0,0,171.936,233.152,265.952,357.728,332.8,121.024,64,36.224,96,32,121.024,96,0
21436,2880,2,3,2,27,1,2,0,0,0,0,3030.368,2953.28,2903.008,1276.864,1254.4,1232.992,0,133.856,51.2,40.96,41.92,45.824,1
21437,960,2,1,2,24,0,0,0,0,0,0,155.136,208.768,201.28,142.08,144.992,41.6,96,35.456,32,2.912,0.832,0,0
21438,11520,2,2,2,25,0,0,0,0,0,0,11348.032,11392.192,11244.256,10730.336,10651.68,10668.928,448,448,384,384,384,384,1
21439,4800,2,2,2,30,0,0,0,0,0,0,3421.152,3388.448,3089.536,2786.72,1674.336,1640.32,128,144,160,64,54.4,73.6,0
21440,11520,2,2,1,26,0,0,0,0,0,0,11484.704,11427.2,11612.8,9395.104,7979.04,7311.04,455.84,449.952,352.896,282.016,252.8,259.2,1
21441,5120,2,1,2,29,-1,0,-1,0,0,0,110.784,149.536,407.712,320.736,352.736,285.504,128,410.912,32,32,5.696,128,0
21442,3840,2,3,1,51,0,0,0,2,2,2,847.872,914.752,1082.496,1095.552,1111.488,1129.344,89.6,192,38.4,41.6,38.4,0,0
21443,5120,2,2,1,25,0,0,0,0,0,0,2656.16,2688.736,2616.48,2696.48,2701.984,2600.48,124.8,105.6,124.992,96,99.2,99.84,0
21444,6080,2,1,2,27,0,0,0,0,0,0,469.472,484.512,562.368,606.176,652.96,1373.472,64,96,64,64,829.472,44.8,0
21445,3520,2,1,2,28,0,0,0,0,0,0,2080.768,1979.136,1854.208,1723.424,1121.152,1023.136,80,92.8,64,64,64,64,0
21446,9280,2,2,2,26,0,0,0,0,0,0,9339.552,8147.808,7256.16,4976.864,4031.552,3449.344,307.072,246.4,140.864,105.6,99.2,128,0
21447,640,2,1,2,24,1,-1,-1,-1,-2,-1,0,48.512,16,0,0,48,48.512,16,0,0,48,0,0
21448,6400,2,1,2,28,1,-1,3,2,2,-2,0,11.008,11.008,11.008,0,0,11.008,0,0,0,0,8,0
21449,14080,2,1,2,30,-1,-1,-1,0,0,0,24.864,19.584,2797.632,5479.808,4828.704,3771.84,19.584,2797.632,4160.224,96.576,480,1653.216,0
21450,2240,2,1,2,27,2,2,2,2,2,2,1395.712,1427.104,1465.088,1488.896,1518.656,1547.104,64,70.4,57.6,64,57.6,64,1
21451,5120,2,2,2,24,0,0,0,0,0,0,1267.328,768.736,682.336,605.856,408.416,0,44.096,49.056,32,8.16,0,0,0
21452,3840,2,2,2,30,-1,-1,-1,-1,-1,-1,4.48,103.36,96.352,62.848,60.256,49.216,103.36,96.352,62.848,60.256,49.216,61.152,0
21453,640,2,3,1,22,2,0,0,0,0,0,523.456,546.016,588.992,607.744,530.048,542.208,41.024,52,38.688,32,18.24,13.152,0
21454,9920,2,1,2,27,-2,-2,-2,-2,-2,-2,32,9.728,59.264,82.784,270.112,472.352,4.864,59.776,82.784,270.112,472.352,109.376,0
21455,2560,2,3,1,29,0,0,0,0,0,0,480.256,557.888,612.64,697.824,782.144,865.216,96,64,96,96,96,32,0
21456,5760,2,2,2,29,1,2,0,0,0,2,2479.808,2421.056,2462.144,2573.408,2902.88,1196.032,0,99.2,160,352,32,32,0
21457,8000,2,1,2,28,0,0,0,0,0,0,5661.6,5730.528,5957.312,6073.152,6244.16,6340.704,224,320,320,320,233.6,256,1
21458,5760,2,2,2,24,0,0,0,0,-1,0,256.992,296.608,288.928,357.952,746.24,213.312,64.288,84.032,96,746.24,32,32,1
21459,4160,2,2,2,29,2,0,0,0,0,0,3867.008,3946.656,4043.104,4135.968,4226.976,4132.96,144,160,160,160,150.4,160,1
21460,10560,2,3,1,27,-1,-1,-1,-1,0,0,227.136,155.616,28.992,1483.296,69.6,986.368,156.32,28.992,1497.248,0.32,986.368,200.608,0
21461,9920,2,2,2,29,0,0,0,0,0,-1,4326.24,2520.192,1412.064,1433.024,67.456,63.456,112,80,68.8,32,64,3838.176,0
21462,2240,2,1,2,25,0,0,0,0,0,0,895.68,784.832,817.024,831.072,475.488,477.76,44.608,57.28,39.328,16.608,21.984,17.824,0
21463,960,2,2,2,29,2,2,2,2,2,0,603.904,695.488,675.296,734.048,712.736,730.048,112,0,80,0,28.8,32,1
21464,9280,2,2,1,29,2,0,0,0,0,0,3605.632,3645.568,3738.496,3835.424,3911.776,3996.32,144,148.16,155.424,136.032,143.52,143.776,1
21465,8320,2,1,2,29,2,0,0,-1,-1,-1,608.192,611.616,524.032,82.88,12.48,12.48,192.16,48.8,82.88,12.48,12.48,12.48,1
21466,8000,2,1,2,26,0,0,0,0,0,0,5994.752,5907.456,6034.24,6034.72,6568.704,6680.896,320,322.08,320,640,320,640,0
21468,7360,2,1,2,26,0,0,0,0,0,0,5328.352,5112.512,4557.92,4368.064,3922.304,3546.848,215.104,208,192.64,129.792,128,144,0
21469,12480,2,1,2,27,0,0,0,0,0,0,12000.736,12056.544,11497.344,11152.416,8706.464,7202.528,426.016,438.56,494.528,4614.592,288,320,0
21470,960,2,2,1,28,-2,-2,-2,-2,-2,-2,13.92,0,0,9.44,-0.16,-0.16,0,0,9.44,0.16,0,0,0
21471,1600,2,2,2,26,1,2,2,2,2,-2,1571.808,1421.408,1360.672,1232.544,615.072,632.768,0,102.816,42.592,32,32,35.2,1
21472,5760,2,1,2,28,0,0,0,0,0,0,1585.6,1376.48,1607.616,1582.752,1404.064,1037.152,96.192,320.544,64.576,32.704,74.304,736.736,0
21473,16000,2,2,2,34,0,0,0,0,0,0,11758.816,9188.736,8389.536,2894.4,309.92,-1249.472,338.688,967.424,96.576,42.72,960,320,0
21474,1600,2,1,2,29,-1,-1,-2,-1,-1,-1,78.816,0,0,17.152,10.432,20.864,0,0,17.152,10.432,20.864,0,0
21475,2560,2,2,1,28,0,-1,-1,-1,-1,-1,269.824,29.696,115.264,175.84,321.888,182.4,29.696,115.264,175.84,323.488,182.4,112.064,0
21476,14720,2,2,1,28,0,0,0,-1,-1,-1,817.184,746.048,515.136,106.112,106.112,106.112,42.72,320,106.112,106.112,106.112,106.112,0
21477,4800,2,3,1,28,0,0,0,0,0,-2,113.856,151.2,95.36,103.488,0,0,64,32,71.488,0,0,0,0
21478,1600,2,2,1,27,0,0,0,0,0,0,1545.344,1509.472,1208.928,909.568,932.256,880.288,73.6,60.8,48,38.208,32,32,0
21479,640,2,1,2,27,-1,-1,-1,0,-1,-1,188.416,130.816,211.104,298.656,132.256,270.592,154.016,211.104,160,141.792,272,257.024,0
21480,11200,2,1,2,33,0,0,-1,-1,0,0,451.776,136.896,275.872,31.04,43.04,72.544,125.504,275.872,31.04,32,61.344,14.528,0
21481,640,2,2,1,24,-1,4,4,3,4,3,637.28,636.864,617.568,661.952,642.336,623.04,19.2,0,64,0,0,0,1
21482,12800,2,1,2,29,-1,-1,-1,-1,-1,-1,121.824,101.376,11.904,640.992,29.312,991.328,101.376,11.904,647.392,29.312,991.328,63.488,0
21483,15680,2,2,2,35,0,0,0,0,-1,0,1539.456,1448.992,1494.56,1316,646.56,207.456,96,160.48,160.224,646.56,96,37.792,0
21484,8960,2,1,2,30,-1,-1,-1,-1,-1,-1,19.072,20.64,81.6,11.168,36.736,25.12,20.64,81.6,11.168,36.736,25.12,5.6,0
21485,1600,2,2,2,23,-1,0,0,0,0,0,1554.24,1555.168,1571.968,1565.76,1610.112,2009.408,56.736,71.872,64,96,55.2,195.84,0
21486,640,2,2,1,24,2,2,0,0,0,0,636.512,508.64,548.48,590.624,684.192,605.248,0,48,51.2,52.672,21.696,32,1
21487,2880,2,1,2,27,0,0,2,0,0,0,1490.816,1583.872,1549.6,1619.552,1688.448,1788.736,128,0,96,96,128,65.376,0
21488,4800,2,1,2,29,-1,-1,-1,-1,-1,-1,52.448,18.944,121.088,74.88,189.44,172.8,18.944,121.312,74.88,189.44,172.8,0,0
21489,2240,2,1,2,28,0,0,0,0,0,0,1194.4,1228.864,1263.232,1306.176,1338.656,1445.28,64,64,64,64,128,0,0
21490,7360,2,1,2,30,-1,-1,-1,-1,-1,-1,45.824,35.008,21.28,18.624,15.104,23.872,35.008,21.28,18.624,15.104,23.872,20.256,0
21491,6400,2,2,2,29,-1,0,0,0,0,0,106.688,152.704,245.6,336.608,223.36,278.464,48,96,96,32,64,64,0
21492,16000,2,2,2,28,0,0,0,0,0,0,5837.312,4809.536,2830.336,1856.288,1514.752,227.584,160,123.2,103.936,439.552,456.192,7051.872,0
21493,5120,2,2,2,28,-2,-2,-1,2,-1,-1,30.976,22.656,58.912,14.112,110.016,97.472,22.72,61.216,0,110.592,97.728,39.168,0
21494,8000,2,2,1,29,-1,-1,-1,0,0,0,12.48,0,1572.48,1046.368,1054.368,1092.8,0,1572.48,51.072,160,64,57.6,1
21495,1920,2,2,2,27,0,0,0,0,0,0,1846.304,1565.888,1428.896,1409.792,1350.72,1337.472,70.4,160,64,48,64,51.2,1
21496,5760,2,2,2,25,-1,-1,-2,-2,-1,0,124.384,0,0,0,78.528,150.72,0,0,0,78.528,96,0,0
21497,16000,2,1,1,34,0,0,0,0,0,0,972.032,1046.88,1949.664,2434.816,3529.408,3486.848,480,960.224,960,1600,160,160,0
21498,1600,2,2,1,25,1,3,2,2,0,0,1670.624,1634.144,1640.896,1581.6,963.616,948.608,0,81.152,0.416,38.368,33.856,34.336,0
21499,4480,2,2,1,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,35.904,0,0,0,0,35.904,0,0
21500,14720,2,1,2,28,0,0,0,0,-1,0,682.656,529.92,402.24,620.896,322.016,276.096,145.92,80,302.592,322.016,0,0,0
21501,5120,2,2,2,39,0,0,2,2,2,0,980.256,1187.808,1160.416,1391.392,1392.48,1587.808,224,0,251.104,32.832,224,254.976,1
21502,1600,2,1,2,29,1,-2,-2,-2,-2,-1,0,0,0,0,0,13.728,0,0,0,0,13.728,8,0
21503,3520,2,1,2,26,0,0,0,0,0,0,3318.56,3033.152,3030.656,2680.48,2339.904,2379.712,112,112,96,118.4,399.616,3.2,0
21504,3200,2,2,2,24,0,0,0,0,0,0,2103.808,2145.6,2190.592,2235.168,2279.68,2327.552,76.736,79.52,81.024,81.568,84.576,96,0
21505,2560,2,1,2,29,0,0,0,0,0,2,634.656,678.144,730.944,772.704,932.256,913.024,64,64,64,172.608,0,160,0
21506,7360,2,1,2,27,-2,-2,-2,-2,-2,-2,95.296,213.312,62.432,2147.232,164.352,330.112,224,62.432,2147.232,164.544,330.112,183.04,0
21507,8960,2,2,1,38,0,0,0,0,0,-1,283.776,472.512,520.704,335.872,220.032,1106.368,320.192,320.576,224.352,192,1184,320,0
21508,640,2,2,2,22,3,4,3,2,0,0,715.296,695.04,675.136,650.688,638.176,638.592,0,0,0,14.656,14.816,7.52,1
21509,960,2,2,2,22,2,0,0,0,0,0,970.368,963.936,969.568,888.256,727.04,612.352,60.8,51.2,64,64,19.648,29.568,1
21510,960,2,2,1,23,6,5,4,4,3,2,1294.048,1213.952,1167.648,1087.072,1012.224,917.664,0,32.352,0,0,0,76.96,1
21511,960,2,1,2,23,0,0,0,-1,0,0,326.72,440.128,-6.112,772.768,814.464,803.328,192,8,800,64,32,35.2,0
21512,960,2,2,2,23,2,-1,-1,-1,0,0,23.328,15.328,27.488,24.16,24.16,7.04,15.456,27.488,24.16,0,0,0,1
21513,3520,2,2,2,24,-1,0,0,0,0,0,2909.728,2953.696,2947.648,2241.824,911.744,3438.496,113.6,102.4,80,51.2,2560,128,0
21514,960,2,2,2,25,2,2,0,0,0,0,912.576,888.768,927.584,798.72,459.456,515.936,0,64.864,64,32,64,64,0
21515,7040,2,2,2,25,0,0,0,0,0,0,6881.152,6914.656,6958.752,6815.84,5841.088,5416,249.6,262.4,225.248,208.896,195.2,198.4,0
21516,640,2,2,2,26,1,-2,-1,0,0,0,0,0,50.176,44.736,29.44,0,0,50.176,32,9.664,0,6.144,0
21517,1920,2,2,2,26,2,2,2,2,2,2,1788.544,1813.92,1766.656,1893.6,1926.976,1774.304,73.6,0,160,80.352,0.192,96,0
21518,2880,2,3,1,48,-1,-1,-1,2,-1,0,35.264,-0.448,698.112,10.112,20.224,10.112,0,708.672,0,20.224,0,250.112,0
21519,3200,2,1,2,30,0,0,2,0,0,0,2973.088,3086.528,3136.32,3188.256,2838.656,2991.168,192,128,144.224,95.456,192,153.6,0
21520,2240,2,2,1,33,0,0,0,0,0,0,1692.832,1407.392,1070.048,797.632,341.792,237.792,64.352,53.856,101.12,96,96,161.92,0
21521,6720,2,2,2,28,0,0,0,0,0,0,1287.552,935.36,790.944,850.016,729.984,435.84,70.4,59.328,86.4,0,0,0,0
21522,1600,2,2,2,22,0,0,0,0,0,0,1645.344,1544.32,1404.448,1130.368,772.672,733.248,65.728,63.392,43.008,25.92,26.496,26.368,0
21523,1600,2,1,2,22,1,2,0,0,0,0,131.584,124.8,247.584,108.992,47.04,48,0,128.608,80,0,0.96,0,0
